path,energi0,homogenitas0,entropy0,contras0,pearson_correlation0,energi45,homogenitas45,entropy45,contras45,pearson_correlation45,energi90,homogenitas90,entropy90,contras90,pearson_correlation90,energi135,homogenitas135,entropy135,contras135,pearson_correlation135
Roadconditions\good\0_good_001.JPG,0.05819984984553281,89.62074142156926,5.885800656350062,88.62074142156762,0.0036238137780259215,0.05634987377314833,142.76056901191882,5.844825506161707,141.76056901191734,0.005238333912419844,0.059177295959070286,110.46374080882546,5.68174001402184,109.46374080882285,0.004091919762329283,0.05561488399235545,233.06777393310264,6.085565732459655,232.0677739330999,0.005465388213534505
Roadconditions\good\0_good_002.JPG,0.06732005798738482,160.92912071078578,5.527720478410085,159.92912071078354,0.003958879034836633,0.06560571146370614,155.7072818146871,5.535477234126549,154.7072818146853,0.00461748660654399,0.06893276896580966,56.53609068627543,5.391490520753017,55.53609068627307,0.0026923844197054773,0.06511408722371648,252.286320645904,5.7389266344260985,251.2863206459059,0.00478995007420822
Roadconditions\good\0_good_003.JPG,0.09659381096475583,85.03109681372806,4.700341272802897,84.03109681372415,0.0017073937574898228,0.09207758113912448,287.9512495194166,5.231213656005769,286.95124951941324,0.0027300044315028745,0.09455877671466525,206.2628523284318,5.132104926614438,205.2628523284307,0.0015465076125174462,0.09223270273861557,292.70080738177717,5.269198210461722,291.7008073817731,0.0026567482932862577
Roadconditions\good\0_good_004.JPG,0.06476246459444324,106.32342218137374,6.122910172063299,105.32342218137163,0.0043959952481974,0.06321526340458626,227.91930795847568,6.32048527427184,226.9193079584781,0.004837642420693092,0.06614567869216202,97.63889399509888,5.92454133689048,96.63889399509671,0.002782032756066801,0.06373179073319094,163.86560553633186,6.172661054756955,162.86560553633086,0.004677981920592249
Roadconditions\good\0_good_005.JPG,0.08783033723695173,112.11989889706079,5.4590987603062215,111.1198988970571,0.002609611545585338,0.0829836102726258,332.47738562091547,6.060739422242017,331.47738562091325,0.007536000062292409,0.08519693681891506,216.76213235294105,5.955015845259701,215.76213235294014,0.007006125407360124,0.08303782666619604,323.3237216455215,6.067663393333912,322.3237216455207,0.007547665109745447
Roadconditions\good\0_good_006.JPG,0.061159130244562716,101.68979779412052,5.792703067231046,100.68979779411555,0.0030157620022690395,0.05860261026981735,105.38305267205016,5.888029267325086,104.38305267204879,0.003874964988345962,0.06020619944946531,60.69960171568743,5.943694186203102,59.699601715685056,0.0030714304074464203,0.057942262587611114,205.35896962706568,6.175570106269721,204.35896962706477,0.003922360903394509
Roadconditions\good\0_good_007.JPG,0.06508961854646222,71.46907169117769,5.865419751651961,70.46907169117526,0.0025611525015635044,0.06315529995339073,156.68441368704416,5.836567252573458,155.68441368704214,0.0036005487380590473,0.06574514422036984,120.0120404411795,5.747909865968843,119.01204044117426,0.00270554406273219,0.0625988011294814,209.9731487889267,6.106114590889575,208.9731487889251,0.0035633440493382652
Roadconditions\good\0_good_008.JPG,0.07303069857164843,134.38601409313824,5.864343071364307,133.3860140931354,0.002753314942061653,0.07088968868773757,230.48335255670847,6.108864119666207,229.48335255670742,0.0032671676870586956,0.07462827161109001,67.71127450980472,5.774570948177666,66.71127450980302,0.0022874098030837013,0.07157185000120186,154.48006151480246,5.8143501286952874,153.48006151480078,0.0030904076309095636
Roadconditions\good\0_good_009.JPG,0.07799653179046775,45.894347426471086,5.514360491046232,44.894347426470254,0.0025580198482480373,0.07449425789418179,141.51241830065322,5.759389774984458,140.51241830065294,0.004124943357847678,0.07588925007809247,118.9714307598057,5.660921404590971,117.9714307598012,0.00398611528346526,0.07413134575010691,179.07777008842766,5.873433937871856,178.0777700884248,0.004431429914606974
Roadconditions\good\0_good_010.JPG,0.10595476666031921,116.8843290441193,4.855008890290958,115.88432904411715,0.0024657573549067076,0.10182017084192702,247.6097962322185,5.076949663593726,246.60979623221758,0.0026864935923305534,0.10778416452844017,84.828691789217,4.742851019646611,83.82869178921435,0.002077870080184528,0.10317397457961444,144.502191464821,4.836410582665564,143.5021914648203,0.0028642045846070823
Roadconditions\good\0_good_011.JPG,0.06842043467825382,134.91389399509956,5.681987747670465,133.9138939950981,0.0038080852682559844,0.06752160782805681,132.38445213379407,5.69177836353196,131.38445213379404,0.004163960016886538,0.07043634164612696,45.89394914215729,5.482517427457173,44.89394914215606,0.002583894135776396,0.06688211215010006,215.94729719338721,5.909067407158691,214.94729719338596,0.004109573570370388
Roadconditions\good\0_good_012.JPG,0.07704518401407208,47.053814338234915,5.1787551034345,46.05381433823464,0.0010997245069819578,0.07356210820638984,109.92773548635162,5.726512914250822,108.92773548635041,0.002643080325190469,0.07495425554661736,66.08319546568733,5.605170565278626,65.08319546568448,0.0024719550934529672,0.07355340862747112,113.63512495194087,5.71681374023481,112.63512495194,0.002611474938224264
Roadconditions\good\0_good_013.JPG,0.08187142753087459,62.25128676470682,5.358660965205347,61.25128676470481,0.001887735546987922,0.07777430435547578,190.23057285659272,5.8718309474943915,189.23057285659075,0.005629774781192466,0.07894882149349454,125.78137254902065,5.7255111188353265,124.7813725490183,0.005316260391639716,0.0778356239230702,183.18758938869723,5.833931084623036,182.18758938869493,0.0056450675385961956
Roadconditions\good\0_good_014.JPG,0.06736040009025751,73.13641237745216,5.708986262284849,72.13641237745023,0.0025260553933129076,0.06381371492140087,205.09645520953538,5.978243477434416,204.0964552095339,0.005379635909073381,0.06493836692918384,164.6246170343151,5.904462184981768,163.62461703431137,0.005043855489666085,0.06351386372703025,253.9734409842365,6.125472312292832,252.97344098423756,0.005378752964232174
Roadconditions\good\0_good_015.JPG,0.08778286228084412,132.89799325980562,5.503315435265881,131.8979932598019,0.002618618565980855,0.08474493904910858,234.03232602845057,5.796120144342821,233.03232602844938,0.0032262191387414617,0.0883934886306101,64.28330269608021,5.573512963727504,63.28330269607767,0.002142760325572891,0.08565645810079861,135.48905805459557,5.526379628799687,134.48905805459398,0.003137452105127666
Roadconditions\good\0_good_016.JPG,0.07200354494346178,53.07581188725595,5.8513450659697614,52.07581188725394,0.0014956370622913949,0.06938695409049914,83.42943483275756,5.923951037907136,82.42943483275694,0.0021448787675213887,0.07154607799959516,65.59198835784464,5.977004858848784,64.59198835784217,0.0019316257007635587,0.06904868677220306,137.14296039984495,6.225949409562061,136.14296039984478,0.0023433489371861536
Roadconditions\good\0_good_017.JPG,0.0662708728032015,105.9628829656866,5.717228689351588,104.96288296568463,0.004273303942478734,0.061781265153831935,266.3268435217213,6.104285269164249,265.3268435217234,0.00784637466051707,0.064338366703909,150.19134497549132,5.91006399216646,149.19134497548947,0.0061549398173754485,0.062319002672643474,234.62823529411716,6.013706569798158,233.6282352941152,0.007618969405977952
Roadconditions\good\0_good_018.JPG,0.08089507153198075,147.272579656864,5.544395848691673,146.27257965686061,0.004802494951996305,0.07856220573490404,258.1252287581698,5.624450486412676,257.125228758167,0.0056599541954651415,0.08146872292019383,141.4210784313736,5.426393306180713,140.42107843137035,0.0033446547927206854,0.07792958405817751,293.7316262975768,5.741779356266544,292.73162629757576,0.005737322298104921
Roadconditions\good\0_good_019.JPG,0.08566430255753266,145.4375612745102,5.358214467798875,144.43756127450698,0.0037191164849184727,0.08192177905726278,257.09073433294765,5.535291320812787,256.0907343329466,0.006109861416281672,0.08413618393560035,128.9600796568639,5.4552648130038754,127.96007965686121,0.004730529844935655,0.08155150086449298,270.41413302575825,5.655167400167417,269.4141330257592,0.006114871988454433
Roadconditions\good\0_good_020.JPG,0.07391825393271788,51.676348039217025,5.647507817650312,50.67634803921439,0.002988658263771222,0.07079982398157503,122.57116493656302,5.792132801005136,121.57116493656157,0.004170084269250827,0.0718983207799416,125.70914522058858,5.792833215463299,124.70914522058683,0.003600069484408715,0.07026255852560329,211.8961937716263,6.003354308852528,210.89619377162734,0.004153475916935997
Roadconditions\good\0_good_021.JPG,0.07939510710648953,160.32732843137387,5.624776379784977,159.32732843137134,0.004215564516597927,0.07768521845839815,247.2545482506716,5.813659727664679,246.25454825067374,0.004486436182826589,0.08094059176739957,68.39849877451127,5.428425813696047,67.39849877450871,0.0022889894728296526,0.07790833330746191,191.37376393694797,5.689745563818303,190.3737639369448,0.004619734269543159
Roadconditions\good\0_good_022.JPG,0.09836459232081982,135.00249693627578,5.258891940849694,134.0024969362722,0.00300214835162955,0.09497354606315075,267.362322183775,5.507457641046644,266.3623221837719,0.00547348666943563,0.09728293002728211,156.51012561274624,5.430774811168615,155.51012561274325,0.004348602220523698,0.09425462474802651,301.15793925413186,5.618123295714004,300.157939254132,0.005684883808270638
